sentence_index	sentence
6397	Pamiętasz to Halloween , kiedy nie pozwoliłem ci wyjść jako Olivia Newton-John ?
6398	- Okej . - Ponieważ jesteś jak dziecko , kiedy nie wygrasz , kopiesz , stroisz miny i wściekle jesz nasiona słonecznika ...
6399	Nie jesteś taka dobra . Wygrałem z tobą w czasie naszego miesiąca miodowego .
6400	Przyszedł facet z tortem taty , ale tak dla twojej wiedzy , brakuje kawałka . /
6401	Tak w ogóle , to użyłem twojej karty kredytowej , żeby mu zapłacić .
6402	Wiem , że to nietypowe , ale potrzebuję pańskiej pomocy , żeby uratować małżeństwo .
6403	Pewna para w tym sąsiedztwie ma zamiar się rozwieść z powodu małego nieporozumienia .
6404	Wiem , że złożyłeś przysięgę , żeby nie mówić obcym , gdzie kto mieszka .
6405	I szanuję to , ale może udałoby ci się powiedzieć mi to za pomocą jakiejś szarady , np. kiedy podrapiesz swoje lewo ucho , to będzie znaczyło , że mieszkają gdzieś po lewej stronie , a kiedy podrapiesz swoje prawe ucho , mieszkają ...
6406	- Dzięki Bogu ! Wielkie dzięki . - Ojciec przed chwilą mnie uspał .
6407	Stoję tutaj od półtorej godziny , a ciebie tutaj nie było , wepchałeś się .
6408	- To on stanowi problem . - Zamknij się . Powinieneś już spać .
6409	Myślałem , że będę mieć przyjęcie niespodziankę w klatce do odbijania . Wybacz , duży Philu .
6410	Kiedy chodzi o to , jesteśmy jak Jeff Sweeney przyjmujący piłkę na jajka .
6411	Twój tort spadł z blatu , ale wujek Cam stara się to jakoś naprawić .
6412	Jeszcze nie możesz zaśpiewać `` We are the champions '' ... bez swojej królowej .
6413	Jedno z nas wygra grę , drugie poczuje się beznadziejnie , więc oboje przegramy .
6414	- Nie . - Jak się czuje wasz tata ? - Zachowuje się dziw ... niej .
6415	Skorzystałem z taty komputera , skontaktowałem się z jego dziwacznymi znajomymi , powiedziałem im , że umiera i jego ostatnim życzeniem jest iPad .
6416	Jeden z nich poczuł się tak źle , że przyniósł nam dodatkowy .
6417	Przez cały ten czas mówiłem , że mi nie zależy , ale mi zależy ... bardzo !
6418	- Skarbie ! Kto jest gotowy na pierwszy dzień reszty swojego życia ?
6419	/Tak mi przykro , że kiedykolwiek /w ciebie zwątpiłam . / - Kocham cię .
6420	7 lat temu nie zgodziłem się , żeby Jake został na noc .
6421	I mimo to on tu jest , więc po co miałbym pytać ?
6422	Sugerujesz , że mój syn nie jest spoko ? Mówię tylko , że ostatnio twój syn przymroził sobie język do zamrażalnika .
6423	Mama powiedziała , że mnie kocha ? Two and a Half Men - 7x19 Keith Moon Is Vomiting in His Grave
6424	Gessle i Garus Korekta i dopasowanie : piwosz Należy do rady rodziców
6425	Może ukradniemy kilka piw z lodówki , pójdziemy na plażę i się nawalimy .
6426	Tato , czy Mruczek nie żyje ? Cóż , Jay Bob , wyrzuciłeś go z pędzącego auta .
6427	Tylko pamiętaj , zostało mu jeszcze tylko pięć żyć . Może moja piosenka nie jest wystarczająco beznadziejna ?
6428	Pojęcia nie mam . Widziałem , jak kradli piwo z lodówki i wymykali się przez taras .
6429	Muszę zapytać ... Jak przeszedłeś z czegoś takiego do pisania dżingli i muzyki dla dzieci ?
6430	Gdy opuściłem szkołę , wróciłem do Los Angeles i chciałem pisać muzykę filmową .
6431	Ale poznałem speca od reklamy , który potrzebował piosenki o paście do zębów .
6432	Zanim się zorientowałam , szorowałam kible i wypłukiwałam rzygi nastolatków z wiklinowych koszy .
6433	Eldridge zawsze jest mile widziany . Samotni rodzice powinni trzymać się razem .
6434	Twój syn ma w końcu przyjaciela , a ty chcesz zaliczyć jego matkę ?
6435	Po pierwsze , w przypadku takiej kobiety nie ma mowy o 'zaliczaniu ' .
6436	Potrzebowałbyś trzech penisów i zestawu kabli rozruchowych , żeby w ogóle na ciebie spojrzała .
6437	Spałeś z nauczycielką Jake ' a , jego drużynową z harcerstwa , jego instruktorką karate , nauczycielką baletu i jego ciotką .
6438	Co ? Jeśli zeskoczę z mostu i spadnę na kolana kobiety , którą zna Jake , więc tobie też wolno tak zrobić ?
6439	Masz tu swój kosz na śmieci . Wyczyściłam go , ale zostały jeszcze małe kawałeczki między splotami .
6440	Po pierwsze , ty i Eldridge ukradliście piwo , które nie było wasze .
6441	Znaczy , co masz na myśli ? Powiesz mu , że idziesz na randkę z matką jego kolegi ?
6442	I po drugie , Jake też wczoraj pił i nic mi nie powiedział .
6443	Rany , to najsłabsze tłumaczenie wątpliwego zachowania , jakie kiedykolwiek od ciebie słyszałem .
6444	Dobrze jest wyjść z domu i spędzić trochę czasu z innym dorosłym .
6445	Czy ty nie masz szlabanu ? Ale tylko wtedy , kiedy jest tata .
6446	Chcę , żebyście tego posłuchali i powiedzieli , czy skłoniłoby was to do obejrzenia serialu .
6447	Larry był tylko samotnym ojcem Aż tu toksyczny wybuch w jego pracowni
6448	Bądź poważny . Mówię ci o Lyndsey , bo być może będziesz musiał mnie kryć przed Jake'iem .
6449	Są naprawdę ciężke . Nadwyręzyłem się tak , że nie będę mógł tańczyć .
6450	Gdyby to była kolumbijska liga , już dawno któreś z dzieci wzięłoby tego gościa w kąt i ...
6451	Od tego jest trener , żeby dyscyplinować dzieci . Phil , pomóż mi tutaj . - To zły człowiek .
6452	Przyjąłem pracę na pół etatu w sklepie z kartkami życzeniowymi , którą uwielbiam .
6453	W jaki sposób wydawanie kasy na kartki życzeniowe pomoże w oszczędzaniu ?
6454	- 40 % zniżki , 40 % zniżki , 40 % zniżki ... - $ 2.95 , $ 3.95 , $ 2.95 ...
6455	Skoro ja przynoszę słoninę do domu , Mitchell nie musi się z niczym spieszyć .
6456	Wiem , że macie te całe pieprzone kartki życzeniowe , ale pogadaj z facetem .
6457	Te steki są gotowe od dobrych pięciu minut . Ściągam je z grilla .
6458	Przepraszam . Wiem jak to jest , kiedy on wpycha nos , tam gdzie nie powinien .
6459	Kiedyś ja będę dziadkiem , a wtedy lepiej , żeby każdy schował swoje mięsko .
6460	Mimo , że bardzo kocham Lily , nawet bardziej niż życie , nie nadaję się na ojca siedzącego w domu .
6461	Czas na Camerona w wielkim świecie , spotykającego się z innymi dorosłymi , kiedy ja będę siedzieć w domu i wymyślać śmierć dla `` Dory poznającej świat '' .
6462	Chciałbym załadować jej plecak kamieniami i wrzucić ją do rzeki słodyczami płynącej .
6463	Nie mogę naciskać Mitchella , ale naprawdę chcę , żeby dostał tą pracę , żebym znowu mógł być ojcem siedzącym w domu/żoną na pokaz !
6464	Charlie Bingham właśnie nas zaprosił do swojego domku na plaży na małe zapoznanie się .
6465	świetnie sobie radzisz , Luke . Jeśli twoim celem jest bycie do chrzanu .
6466	Doceniamy twoją pasję , ale niektórzy z nas uważają , że krzykiem nic nie zdziałasz .
6467	To co musisz zacząć robić to trochę więcej trenowania , a mniej krzyczenia .
6468	Bo jeśli znowu usłyszę jak nazywasz , któreś z tych dzieci głupim , klnę się na Boga , przywalę ci butem w łeb .
6469	Teściowie są trudni , ponieważ nie możesz dać się im popychać , ale również musisz okazać im szacunek .
6470	To jak chodzenie po linie , które potrafię , ponieważ chodziłem do szkoły trapezowej .
6471	Dzięki za opiekę nad Lily . Wiem , że to w ostatniej chwili .
6472	Postoimy tu jeszcze parę minut . Wiesz , jaka marudna się robi , kiedy ją komuś przekazujemy ...
6473	Wygląda na to , że radzi sobie żyć bez ciebie , teraz , kiedy masz pracę .
6474	Mamo , kocham cię , ale twoje słowa otuchy powodują , że inne dzieciaki zaczynają się ze mnie nabijać .
6475	Byłoby najlepiej , gdybyś w ogóle nie pojawiła się na następnym meczu .
6476	Kiedy wszystko jest na luzie , świetnie sobie radzę w interakcjach ludzkich . Wpasowałbym się nawet w koło obrotowe .
6477	Staję się facetem , który wyrżnąłby się o koło obrotowe . Wtedy Dorothy Parker docięłaby mi ,
6478	James Thurber zacząłby się śmiać , wtedy ja bym wyszedł i zaczął płakać .
6479	Gdybyś to ty zajął się moim rozwodem , ten dom byłby dwa razy większy . Jest lepszy niż niezły .
6480	Miałeś pełno ofert pracy , ale mimo wszystko zdecydowałeś się na prawo środowiskowe , do zeszłego miesiąca .
6481	Oni nie będą mieli pojęcia , jak to obronić . Phil , nie myl moich chłopców , okej ?
6482	Zrobiłem małe rozpoznanie i przeciwna drużyna ma tylko dwóch rzucających . Jeśli odizolujemy ich dwoje ...
6483	Agrokultura , sprawy wojskowe , chronione gatunki , Jak na ironię , nawet niektóre grupy ekologiczne .
6484	Zdecydowanie , będę musiał to omówić z moim słoniem w składzie porcelany .
6485	Nie wiem jak ty , ale ja nie będę tu stać i żałować siebie . Wiesz , co powinnyśmy zrobić ?
6486	Ciężko jest blokować gracza , kiedy żadnego koło ciebie nie ma ! I jak sobie radzimy ?
6487	Jedna rzecz może pomóc , zamiast strefy , zmień na twarzą w twarz .
6488	- Muszę z tobą porozmawiać . - To ja muszę z tobą porozmawiać .
6489	Cam , musisz się zrelaksować . Mówiłem ci , że nie wezmę pracy ... - Weź ją .
6490	Myślałem , że podobało ci się , że siedzę w domu z Lily .
6491	Tęsknię za czasem spędzanym z Lily i wiem , że to samolubne ...
6492	Czy któreś z nich dotyczyło siłowania się o piłkę z kimś z własnej drużyny ? - Ale mówiłeś , żeby być agresywnym .
6493	Wierz lub nie , ale są rzeczy , w których jestem lepszy od ciebie . Bam ! Stało się !
6494	Przyzwyczaiłem się do rządzenia . To wszystko . Powinienem ci pozwolić na trenowanie od samego początku .
6495	I tak , uczeń stał się mistrzem . - Kiedyś potężny ... - Wiesz co ?
6496	/ ... a stanie się jednym z tych /dziwnych kolesiów , /którzy chodzą z ptakiem /na ramieniu .
6497	Wiem , że to żadna wymówka , ale czuję straszny nacisk w szkole . Wiesz , chodzi o przyjaciół .
6498	I kocham cię tak bardzo , i doceniam wszystko , co dla mnie robisz .
6499	Wiem , że teraz takiego nie potrzebujesz , ale twoje małe cycuszki niedługo wyskoczą na wierzch .
6500	A potem ukradłem piłkę przeciwnej drużynie , zrobiłem 360 i prawie mi się udało . To fajnie .
6501	Właściwie , kilka dni temu doczekałem się takiego `` właściwego nastroju '' , ale wykorzystałem go do czego innego .
6502	To nawet całkiem ekscytujące . Gram w tym nowym filmie , `` Maple Drive '' .
6503	Powinieneś też nitkować zęby , ale jakoś ci się z tym udało .
6504	Jednym z najlepszych dni mojego życia było kiedy tata zabrał mnie ze szkoły i wziął mnie na wyścigi .
6505	Poza tym pomyślałem , że jak Gloria o tym usłyszy to dostanę zapłatę w sypialni .
6506	A w sklepie zoologicznym nie było jakiejś gwarancji czy polityki zwrotu lub czegokolwiek ?
6507	Jesteśmy jak dwa groszki w puszce , albo bliźniaki syjamskie , albo wąż o dwóch głowach .
6508	Popełnilem błąd i pozwoliłem mu spać w moim łóżku po drodze .
6509	Teraz moje prześcieradło wygląda jakby się na nim dwie małpy kochały .
6510	Wybrała się w rejs z koleżankami . Niektóre nie są kompletnie nieatrakcyjne .
6511	Ale od lat rozmawiamy o tym , by kupić psa i tylko ty zawsze byłaś przeciwko temu .
6512	Bo to ja byłabym tą osobą , która by się nim zajmowała .
6513	Każdy z rodziny musi się włączyć w opiekę . Nie ma sprawy , pani D .
6514	Mam na myśli ... nie grałem od dawna , odkąd pojawiła się Lily .
6515	Wiesz , mnie się podoba ... Ale nie jestem pewien czy lubimy ten sam styl muzyki , wiesz ?
6516	Byłem kiedyś nauczycielem muzyki , ale porzuciłem to jak tylko pojawiła się Lilly .
6517	Po prostu czuliśmy , że to bardzo ważne , żeby jeden z nas został w domu , aby ją wychować .
6518	Tak , to samo powiedziała ta niepełnosprawna lesbijka - szamanka , która poświeciła pokój Lily .
6519	Nie , jeśli coś byłoby nie tak ... Mój tata by mi o tym powiedział .
6520	Nie , Phil . Nie powiedziałby , bo wy tak naprawdę nigdy o niczym nie rozmawiacie .
6521	Robi mi żarty przez telefon w pracy 3 razy w tygodniu .
6522	Szczerze , myślę , że powinieneś się dowiedzieć , co się dzieje z twoim tatą .
6523	Nie chcę ci tego zepsuć , ale chyba wszystkie psy to potrafią .
6524	Tak , ale wiesz , jeśli to nam nie wyjdzie ... nie czuj się źle .
6525	No cóż , byliśmy na randce i miał naprawdę fajny samochód , więc ...
6526	O to , że ich perkusista odszedł . - Jutro będę za niego grał .
6527	Więc będziesz musiał powiedzieć zespołowi , że muszą sobie znaleźć kogoś innego .
6528	Po prostu przez to , że jestem ciągle w domu z Lily , czuję jakbym odrobinę wariował .
6529	Kocham moją kanapę , a pies patrzył na nią jak na olbrzymią kiełbasę .
6530	Nie , pojadę tam , gdzie wiatr mnie poniesie . Zazwyczaj niesie mnie do następnego skrzyżowania .
6531	On nigdy nie był bez mamy dłużej niż trwa wizyta lekarska .
6532	Plan był taki , żeby popatrzeć na niego przez 10 minut , a potem uciec na pieprzne przyjęcie .
6533	Okazało się , że mogłem skoczyć na przyjęcie i wrócić na zakończenie ... jego momentu .
6534	Pomyślałem , że jak Manny zobaczy , jaki on jest miły , to zrozumie , że tylko udawał .
6535	Manny spędzi z nim 2 minuty . Wyjaśni mu jak robi się taki film .
6536	Granie się dzisiaj udało , przynajmniej kawałkami . Ale jak nauczę się wszystkich piosenek ...
6537	Jadąc w poprzek kraju ... Ten mały wariat znalazł drogę do mojego serca . Prawda ?
6538	Te trzy dni w drodze z nim to najszczęśliwsze dni w moim życiu .
6539	Nie wierzę , że to mówię , ale myślę , że chyba staliśmy się sobie bliżsi z tatą .
6540	Kiedy chłopak mojej wnuczki gra w klubie dla ludzi poniżej 21 lat z gejowskim partnerem brata mojej synowej ...
6541	Jeśli testy naukowe są takie głupie , dlaczego powiesiłaś mój na lodówce ?
6542	Nie jestem zawodowym hydraulikiem , ale spędziłem sporo czasu w tej wannie .
6543	A przed tym , myślałeś , że masz przeziębienie , które jednak się nim nie okazało .
6544	Dotarło do mnie , póki Claire jest w łazience , mam czas , aby przybić szafkę do ściany .
6545	Czasami , gdy Bóg zamyka drzwi , zamyka je tak mocno , żeby twoja żona nie mogła wyjść .
6546	Powiedziałeś , że nigdy nie pójdziesz już do kościoła i z zemsty ziemia się zatrzęsła .
6547	Gdyby Bóg miał ze mną problem , dałby mi znać , bez trzęsienia całym miastem .
6548	Podobało mi się to , co mówił Jay o Bogu w naturze .
6549	Ale nie znalazłem żadnych słomek , więc musicie to wypić jak koty .
6550	Wiem , że ci się nie podoba , ale wygrałem ją na swoim pierwszym obozie udając przez 4 godziny zwierzę .
6551	Jeśli chcesz mi sprawić przykrość , bo nie kłamię tak dobrze jak ty ...
6552	Gdzie był ten rozsądek , kiedy załatwiłem nam pierwszą klasę , a ty prawie zagadałeś Angelę Lansbury na śmierć .
6553	Oceniasz mnie , ale cieszysz się , kiedy nosisz norki , które wypadły z ciężarówki !
6554	Kiedyś umieszczono mnie na zajęciach dla dziewcząt i musiałem oglądać bardzo niepokojący film .
6555	Jeśli nawet Niebo istnieje , skupmy się na tym pięknym dniu , który jest przed nami .
6556	Jest bardzo ciężka , a ponieważ jest przymocowana do ściany , doszło do reakcji łańcuchowej .
6557	I wysunięcia się części podłogi na górę , przy drzwiach do łazienki ...
6558	Jeśli stanie się coś okropnego , nie czujcie się zobowiązani przyjść na mój pogrzeb .
6559	Przez ostatnie 5 lat Gil Thorpe był gospodarzem , ale na szczęście , musi iść na usunięcie jakiejś brodawki więc poprosili mnie żebym go zastąpił ( ang. phill/feel in ) .
6560	Rzucam je na biurko sekretarki , a ona wysyła im steki omaha .
6561	Tylko nie wydaje mi się , że muszę się z nimi spoufalać .
6562	Wiem , że lubisz ze mnie robić snoba , ale prawda jest taka , że jestem blisko z tymi ludźmi .
6563	'cause I do n't want to give my valet ticket to the wrong guy ,
6564	Jest mu dobrze ze sobą a ja chcę żeby był zdrowy ,
6565	Może jest ktoś na świecie , kto wygląda dobrze rowerowych szortach , ale mój chłopak nie jest tą osobą .
6566	A ja nie mogę mu powiedzieć bo jest strasznie wrażliwy na nawet najmniejszy komentarz dotyczący jego wyglądu .
6567	`` którą odkryłem dopiero wczoraj ale udaje , że robiłem ją przez całe życie ? ``
6568	Obawiam się , że się tam upokorzy przed tymi wszystkimi ważnymi ludźmi .
6569	Tak dwóch gości odkrywa że chcą obaj usunąć kogoś ze swojego życia .
6570	I masz teraz bardzo rzadką okazję żeby przesunąć się z przodu do tyłu .
6571	Dałaś MacKenzie za dużo władzy , i musisz teraz jej troche odzyskać .
6572	Właściwie to staram się teraz nie myśleć o tym co tam zrobię .
6573	Ale czasem zdarza się jedna taka rzecz , że chciałabym , żeby ktoś był ze mną szczery :
6574	I jestem ci winna szczerość więc po prostu powiem , że musisz się pozbyć rowerowych szortów .
6575	Wszystko co musisz wiedzieć o tym to , że Skip Woosnum to bardzo znany pośrednik i jest stary .
6576	Nie mówię , że pośrednik Skip Woosnum jest stary , ale pierwsza posiadłość jaka sprzedał ...
6577	Bo nie uważa , że to śmieszne , albo wogóle uważa , że nie jestem zabawny .
6578	Wiesz , że prosisz mnie bym pomógł udowodnić , że moja własna matka nie ma racji .
6579	Okazuje się , że Cam był tu cały czas , i słyszał wszystko co ci powiedziałem .
6580	Przepraszam , że zaangażowałem Claire , ale to nie jest krytycyzm , ale czasami jesteś taki wrażliwy na punkcie swojego wyglądu .
6581	Cam , po prostu czuję , że ... nasza relacja jest wystarczająco silna by przeżyć takie uwagi .
6582	Słuchaj , możesz mi powiedzieć jeśli jest coś , co chciałbyś we mnie zmienić .
6583	Mężczyzna , którego kocham jej nie lubi więc do diabła z nią .
6584	Uwielbiam gdy pijesz cappucino i masz na niej piankę z mleka .
6585	Powinieneś to wiedzieć każdego dnia , że budzę się bardzo wdzięczny , że jesteś w moim życiu .
6586	Nie byłoby mnie tutaj dzisiaj gdyby nie ciężka praca komitetu S.C.A.R.B .
6587	Nie mówię , że J.J . jest mały , w sekcji poświęconej nieruchomościom napisali , że jest `` czarujący '' .
6588	Wiem , że wielu z was nei ma nawet pojęcia kim jestem .
6589	Jak moja piękna żona , Gloria , wspomniała , to moja wina , nie wasza .
6590	Z powodu tej bardzo szczęśliwej okazji zapłacę dzisiaj rachunek za bar .
6591	Chodzi o bardzo uroczą młodą kobietę i mężczyznę , który kocha ją najbardziej na świecie .
6592	No , no , no , no , no , no , no , no , no , no , no , no .
6593	Kochanie , serio , obok mnie siedziała kobieta , która nie mogła wziąć oddechu .
6594	Widziałam profesjonalnych komików ale oni nigdy by czegoś takiego nie zrobili .
6595	I gdyby mój plan się powiódł , okradłabym cię z najlepszego wieczoru w twoim życiu .
6596	Uwielbiam to , że o mnie dbasz , wiem , że się o mnei martwisz .
6597	Czasem myślę , ze moja praca to upewnienie się , że żadne z was się nei wywróci na twarz .
6598	Może twoja praca to po prostu pozbierać nas potem do kupki .
6599	Jak to możliwe , że nie mamy tyle samo pojemników co pokrywek ?
6600	Dom się pali . Mam tylko tyle czasu , by ocalić jedną koszulę .
6601	Cam , tu nie ma dobrych i złych wyborów . Wszystko , co przymierzałeś wygląda świetnie na tobie .
6602	Oh , rany . Dlaczego nie możemy jeść zwykłego jedzenia jak normalni ludzie ?
6603	Bo mój zmarły wujek Joe powiedział mi , żebym zjadł wieczorem steka .
6604	O , Gloria , czy twoja babcia mogłaby podrzucić mi mrożoną herbatę za około 10 minut .
6605	Tak , szansa jest większa , że ona to wykonana , niż ty swoje zadanie .
6606	No , i , jestem twoją matką , i moim zadaniem jest to , aby upewnić się ,
6607	I - ona nie chce ze mną rozmawiać , Wiesz o tym .
6608	To dlatego , że stajesz się taka dziwna za każdym razem , kiedy jakiś chłopak kręci się w naszym pobliżu .
6609	Ja , ja po prostu nie chce żebyście - żebyśmy popełniły te same błędy , które ty popełniłaś .
6610	Powiem to jeszcze raz - kocham cię w tych tureckich wzorach .
6611	A przy okazji , to ja jestem tym , który przemawia w samolocie
6612	I nie podoba mi się to , że chcesz , żebym źle się czuł ,
6613	Cóż , Gloria tęskni za babcią . Starałem się , wydrukować dla niej to stare zdjęcie
6614	Chodzi o to - on po prostu , jest tym chłopcem -
6615	Chodź ze mną ? Oto mały trik , który bardzo mi pomógł z Claire .
6616	Jestem tylko dziewczyną stojąca przed chłopakiem , która pyta go , czy ją lubi .
6617	Wieczorem z twoją rodziną , a ty tylko się ze mnie naśmiewasz !
6618	Och , mój Boże ! Proszę powiedz , że ten sms to nie prawda .
6619	To wszystko twoja wina ! To ty powiedziałaś , że muszę go pocałować ,
6620	Cóż , przykro mi , nie jestem doskonałą małą dobrą dziewczyną , jaką ty byłaś !
6621	Nawet do mnie nie mów . ja nawet nie chciałam tu przyjeżdżać .
6622	Jay , chodź tutaj . Dziś mamy obiad oparty na tradycyjnych kolumbijskich przepisach
6623	Ma to po swoim ojcu . Jay też nie lubi miziać się w miejscu publicznym .
6624	Nic nie rozumiesz . To z twojego powodu twój syn nie potrafi pocałować swojego własnego kochanka .
6625	Nie . Powiedz Mitch ` owi , że to nic złego całować się z Cam ` em przy tobie .
6626	To było przed , czy po tym , jak zostałaś dostarczona pod moje drzwi radiowozem , mając na sobie jedynie bieliznę i mandat ?
6627	To tylko cztery godziny . Pochyliłem się nad puszką farby i odrobinę zwymiotowałem ,
6628	Proszę bardzo . Co wy na to : Tak się cieszę , że mogę tu być dla was ,
6629	Uwierzcie mi , dałem wam dwa razy tyle , ile kiedykolwiek dał mi ojciec .
6630	Dobrze , a teraz , ponieważ nigdy nie chce tego słuchać po raz kolejny -
6631	Podczas gdy robiłaś ze mnie głupca . Manny wprowadził mnie w twoje małe sztuczki .
6632	Można mnie obrazić na wiele sposobów . Moje włosy , głos , deskę do ćwiczenia równowagi ...
6633	Zbudował kilka scenografii w teatrze studenckim i myśli , że wie wszystko o budowaniu .
6634	Nie jest moją dziewczyną ! Przychodzi się pouczyć o cyklu życiowym jedwabników .
6635	To , że mama nie wygląda tak jak kiedyś , nie znaczy , że ...
6636	Nikt go nie kupi , jeśli tak będzie wyglądać . Które to , pudło na śmieci ?
6637	Pewnego dnia , byliśmy na plaży i Luke tak dobrze się bawił , że aż przyniósł do domu słoik pełen promyczków .
6638	Zjesz ciastko pokory i powiesz mi sorry , bo właśnie go sprzedałem .
6639	Póki ktoś nie odkryje tylnego wejścia do czasoprzestrzeni , to marzenie ściętej głowy .
6640	Dziwne jest to , że znalazłem go na górnej półce szafy , zawiniętego w stary ręcznik i w pudełku .
6641	Chciałem zająć się mostem zwodzonym , kiedy wy będziecie pracować nad dachem ...
6642	Kiedy rodziny wsiadały do swoich kombi , pakowały kanapki i jechały na piknik do Granger Point .
6643	Ojciec chce zrobić coś miłego , więc fajnie by było , gdybyście przestały jęczeć i po prostu wsiadły do auta .
6644	Co z tego , że nie potrafi trzymać młotka ? Spójrz , czego dokonał .
6645	Uważam , że potrzeba silnego faceta , żeby rzucić karierę muzyczną i wychowywać dziecko .
6646	Wiem , że nie jestem najbardziej zaradnym facetem , ale nadal jestem facetem .
6647	Nie pozwolę popełnić mu błędu , który będzie mieć wpływ na całe moje życie !
6648	Kiedy wy delektowaliście się herbatką , ja byłem na dworze ... i pracowałem .
6649	Zostanę tu i trochę popracuję , ale wy , panie , delektujcie się jasnymi .
6650	Kelly nie spodobała się moja marynarka . Do tego , zamówiła za mnie .
6651	- Jest Alicia ? - Kim jest Alicia ? To dziewczyna od historii .
6652	Gdybyś poświęciła na kostium chociaż połowę czasu , jakiego poświęcasz na pracę domową , nie byłabyś w tej sytuacji .
6653	Nie możesz przyjść w założonej tył naprzód czapce i udawać , że jesteś Snoop Doggiem .
6654	Bo jeśli Claire nie będzie mieć swojego Halloween , zmieni się w prawdziwą wiedźmę .
6655	Nie mam czasu pojechać do domu i się przebrać ... /Uspokój się .
6656	- Potrzebuję cię u Lampkina . - Daj mi tylko ... Pięć minut .
6657	Powiedzcie mi , że to wina alkoholu , zdrad , znęcania się . Nie ma sprawy .
6658	Jestem monogamistą i piję tylko w towarzystwie , a Claire bije mnie tylko przez sen .
6659	Kiedyś śmiała się z wszystkiego , co powiedziałem , a teraz nie pamiętam już nawet , jak brzmi jej śmiech .
6660	W jednej chwili jesteś szczęśliwy , a w drugiej , zostajesz całkiem sam .
6661	Za każdym razem , kiedy chciałem się przebrać , zabierano mnie na kolejne spotkanie .
6662	Powiedziałam twojej sekretarce , żeby zamówiła ci krakersy i serki , które tak lubisz ...
6663	Zeszłej nocy , powiedziałaś , `` że żyjemy w wilczym świecie '' . - No i ?
6664	Powiedziałam twojej sekretarce , żeby zamówiła ci pudełko małych serusiów ( małych Jezusów ) .
6665	Możesz powiedzieć Claire , że nie mam ochoty na bycie strachem na wróble ?
6666	Co byś zrobił inaczej , gdybyś mógł ? Co byś zrobił inaczej , gdybyś mógł ?
6667	/Utknąłem w toalecie , a jedyne co mam /na sobie , to strój Spidermana .
6668	Ktoś zabrał mi koszulę , a reszta ciuchów jest mokra . Mam przesrane .
6669	Mam jeszcze jeden garnitur , ale nie mogę iść do auta bez przejścia przez biuro .
6670	Prowadzimy dzieci koło klatki z Alex . - Siedzę w klatce ? - Tak !
6671	Ponieważ na ganku , czeka na nich strach na wróble , który wyskakuje w finale !
6672	Od teraz , będę mówić tylko poprawnym angielskim , żeby cię nie zawstydzić .
6673	Jest zła na mnie , ponieważ powiedziałem jej , że ludzie czasami jej nie rozumieją .
6674	Co takiego okropnego się stało , że ciągle o tym mówisz , ale nie chcesz powiedzieć ?
6675	- O Boże . Przebrałem się za Quasimodo i razem z przyjacielem
6676	Timmy wziął całe wiadro i wsadził do torby . Timmy nie grał według zasad .
6677	Wtedy torba pękła i banda dzieciaków otoczyła nas , i zobaczyła kupę cukierków .
6678	Dobrze , ale strzeżcie się mgły , ponieważ możecie nie być w stanie zobaczyć ...
6679	Też chciałem biec , ale rękawem zahaczyłem o krzak i się przewróciłem .
6680	Jeśli wujek już idzie , to ja też pójdę na górę się pouczyć .
6681	Mamy teraz fajerwerki w Boże Narodzenie , bo tak robią w Kolumbii i nie mam nic przeciwko .
6682	Kiedyś ja nadziewałam indyka , póki geje tego nie przyjęli i nie zaczęli w niego wpychać wszystkiego , co zobaczyli w Kuchnia TV .
6683	Wiem , że to zbyt zwariowane święto , żeby dorosła kobieta się nim tak przejmowała , ale to moje zwariowane święto .
6684	To sporo narzekania , jak na kogoś , kto prosił o 1/3 naszego kurczaka tandoori .
6685	Dlatego tak dziwnie się dziś zachowywałeś ? - A co jeśli kiedyś przyjdzie czas na nas ?
6686	Może nie chcesz tego teraz słyszeć , po załamaniu , jakie właśnie przeszłam , ale ...
6687	/Dziękujemy , że dołączyliście /dziś do nas . /Innym dzieciom się nie udało .
6688	Kiedyś zobaczyła , że się wystraszyłem . Spytała się : `` Cam , co się stało ?
6689	Jeśli powiesz jej , że nie ma wyboru , odpowie ci : `` Nie dawaj mi starego pomidora '' . - A kiedy mówi ...
6690	Dzisiaj są urodziny Jaya . Zabieram go na Hawaje na cały tydzień .
6691	W razie gdybym zapomniał to powiedzieć kilka razy w tym tygodniu , dziękuję .
6692	Wybieramy się na luau , będziemy też pływać z delfinami , no i będzie też wycieczka tymi ...
6693	Kocham ich na kolacjach , kocham ich też na barbecue , ale czy muszę kochać ich też na Hawajach ?
6694	Wiem , że mam dużo bagażu , ale nie martw się , widuję już terapeutę .
6695	Bo gdybyś zrobił to , o co prosiłem cię rano , nie miałbym aż tyle na głowie . Pamiętałbym wtedy o moim portfelu !
6696	Dobrze , ale załatw to szybko . Wiesz , że wciąż mamy milion rzeczy do zrobienia .
6697	Powiedział , że wrócą na czas , a ja myślę , że może im się uda .
6698	Wiem , ale jak się dobrze zastanowię , to nadal w czasie turbulencji jestem przerzucana z miejsca na miejsce .
6699	Powoli jest gładko , a jak gładko to szybko . - Powoli jest gładko , a jak gładko to szybko . - Prosto do samochodu .
6700	Gdyby samolot wleciał w burzę i rozbił się na wyspie , jak w `` Zagubionych '' !
